ZIP Code,Model,Strategy,Average Allocation,Minimum Allocation,Maximum Allocation,Range
92110,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,500,500,500,0
92110,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,1000,1000,1000,0
92110,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,750,500,1000,500
92110,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,2000,2000,2000,0
92110,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Remote Work and Digital Transformation,1000,1000,1000,0
92110,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92110,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1000,1000,1000,0
92110,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1200,1000,1500,500
92110,mistralai/Mixtral-8x7B-Instruct-v0.1,Establishment of Quarantine and Isolation Facilities,1500,1500,1500,0
92110,mistralai/Mixtral-8x7B-Instruct-v0.1,Expansion of Healthcare Capacity,2000,2000,2000,0
92110,mistralai/Mixtral-8x7B-Instruct-v0.1,Mental Health Support Services,666.6666667,500,1000,500
92110,mistralai/Mixtral-8x7B-Instruct-v0.1,Economic Support Programs,1666.666667,1500,2000,500
92110,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,800,500,1000,500
92110,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,800,500,1000,500
92110,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,625,500,1000,500
92110,mistralai/Mixtral-8x7B-Instruct-v0.1,Telehealth Services Expansion,500,500,500,0
92110,mistralai/Mixtral-8x7B-Instruct-v0.1,Workplace Safety Regulations,500,500,500,0
92110,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92110,mistralai/Mixtral-8x7B-Instruct-v0.1,Legal and Regulatory Adjustments for Pandemic Response,500,500,500,0
92110,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,750,500,1000,500
92110,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,750,500,1000,500
92110,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,500,500,500,0
92110,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,500,500,500,0
92111,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,1750,1500,2000,500
92111,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1550,1200,2000,800
92111,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,950,800,1000,200
92111,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,2250,2000,2500,500
92111,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Remote Work and Digital Transformation,1000,1000,1000,0
92111,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Transport Safety Enhancements,500,500,500,0
92111,meta-llama/Meta-Llama-3.1-70B-Instruct,1. Widespread Testing Initiatives,2000,2000,2000,0
92111,meta-llama/Meta-Llama-3.1-70B-Instruct,4. Enforced Social Distancing Measures,1500,1500,1500,0
92111,meta-llama/Meta-Llama-3.1-70B-Instruct,6. Establishment of Quarantine and Isolation Facilities,1000,1000,1000,0
92111,meta-llama/Meta-Llama-3.1-70B-Instruct,7. Expansion of Healthcare Capacity,1500,1500,1500,0
92111,meta-llama/Meta-Llama-3.1-70B-Instruct,8. Mental Health Support Services,1000,1000,1000,0
92111,meta-llama/Meta-Llama-3.1-70B-Instruct,10. Telehealth Services Expansion,1000,1000,1000,0
92111,meta-llama/Meta-Llama-3.1-70B-Instruct,17. Community Engagement and Mobilization,1000,1000,1000,0
92111,meta-llama/Meta-Llama-3.1-70B-Instruct,20. Promotion of Remote Work and Digital Transformation,1000,1000,1000,0
92111,meta-llama/Meta-Llama-3.1-70B-Instruct,Advanced Vaccination Research,1000,1000,1000,0
92111,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1566.666667,1200,2000,800
92111,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,1100,800,1500,700
92111,meta-llama/Meta-Llama-3.1-70B-Instruct,Workplace Safety Regulations,900,800,1000,200
92111,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,866.6666667,800,1000,200
92111,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,1000,1000,1000,0
92111,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,1000,800,1200,400
92111,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92111,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1200,1200,1200,0
92111,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1000,1000,1000,0
92111,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,960,800,1000,200
92111,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,1000,500,1500,1000
92111,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,800,500,1000,500
92111,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,975,400,1500,1100
92111,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,300,300,300,0
92111,mistralai/Mixtral-8x7B-Instruct-v0.1,Economic Support Programs,200,200,200,0
92111,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92111,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,1250,500,2000,1500
92111,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,1000,500,1500,1000
92113,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2200,2000,2500,500
92113,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1700,1000,2500,1500
92113,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1250,800,1500,700
92113,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1625,1200,2000,800
92113,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,2000,1000,3000,2000
92113,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,950,800,1000,200
92113,meta-llama/Meta-Llama-3.1-70B-Instruct,Workplace Safety Regulations,900,800,1000,200
92113,meta-llama/Meta-Llama-3.1-70B-Instruct,Advanced Vaccination Research,1500,1500,1500,0
92113,meta-llama/Meta-Llama-3.1-70B-Instruct,Mental Health Support Services,500,500,500,0
92113,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,500,500,500,0
92113,meta-llama/Meta-Llama-3.1-70B-Instruct,School Safety and Education Continuity Measures,500,500,500,0
92113,meta-llama/Meta-Llama-3.1-70B-Instruct,"Enhanced Border, Airport, and Port-of-Entry Surveillance and Control",1000,1000,1000,0
92113,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Transport Safety Enhancements,500,500,500,0
92113,meta-llama/Meta-Llama-3.1-70B-Instruct,Food Security and Nutrition Programs,500,500,500,0
92113,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,500,500,500,0
92113,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92113,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1500,1000,2000,1000
92113,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1100,1000,1500,500
92113,mistralai/Mixtral-8x7B-Instruct-v0.1,Establishment of Quarantine and Isolation Facilities,1500,1500,1500,0
92113,mistralai/Mixtral-8x7B-Instruct-v0.1,Expansion of Healthcare Capacity,2000,2000,2000,0
92113,mistralai/Mixtral-8x7B-Instruct-v0.1,Mental Health Support Services,500,500,500,0
92113,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,750,500,1000,500
92113,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92113,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,1000,1000,1000,0
92113,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,1125,1000,1500,500
92113,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,1166.666667,1000,1500,500
92113,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,1000,1000,1000,0
92113,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,750,500,1000,500
92113,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,1000,1000,1000,0
92113,mistralai/Mixtral-8x7B-Instruct-v0.1,Legal and Regulatory Adjustments for Pandemic Response,1000,1000,1000,0
92114,meta-llama/Meta-Llama-3.1-70B-Instruct,1. Widespread Testing Initiatives,2000,2000,2000,0
92114,meta-llama/Meta-Llama-3.1-70B-Instruct,2. Advanced Vaccination Research,1500,1500,1500,0
92114,meta-llama/Meta-Llama-3.1-70B-Instruct,3. Targeted Public Health Campaigns,1000,1000,1000,0
92114,meta-llama/Meta-Llama-3.1-70B-Instruct,5. Comprehensive Contact Tracing Programs,1500,1500,1500,0
92114,meta-llama/Meta-Llama-3.1-70B-Instruct,7. Expansion of Healthcare Capacity,2000,2000,2000,0
92114,meta-llama/Meta-Llama-3.1-70B-Instruct,10. Telehealth Services Expansion,1000,1000,1000,0
92114,meta-llama/Meta-Llama-3.1-70B-Instruct,"14. Enhanced Border, Airport, and Port-of-Entry Surveillance and Control",500,500,500,0
92114,meta-llama/Meta-Llama-3.1-70B-Instruct,16. Food Security and Nutrition Programs,500,500,500,0
92114,meta-llama/Meta-Llama-3.1-70B-Instruct,18. Public Sanitation and Hygiene Campaigns,500,500,500,0
92114,meta-llama/Meta-Llama-3.1-70B-Instruct,20. Legal and Regulatory Adjustments for Pandemic Response,500,500,500,0
92114,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2166.666667,1500,3000,1500
92114,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1550,1200,2000,800
92114,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1166.666667,1000,1500,500
92114,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,2000,1000,3000,2000
92114,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,1000,1000,1000,0
92114,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,500,500,500,0
92114,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,1000,1000,1000,0
92114,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,750,500,1000,500
92114,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,2000,1500,2500,1000
92114,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Remote Work and Digital Transformation,800,800,800,0
92114,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Transport Safety Enhancements,2000,2000,2000,0
92114,meta-llama/Meta-Llama-3.1-70B-Instruct,"Enhanced Border, Airport, and Port-of-Entry Surveillance and Control",1500,1500,1500,0
92114,meta-llama/Meta-Llama-3.1-70B-Instruct,Workplace Safety Regulations,1000,1000,1000,0
92114,meta-llama/Meta-Llama-3.1-70B-Instruct,Food Security and Nutrition Programs,1000,1000,1000,0
92114,meta-llama/Meta-Llama-3.1-70B-Instruct,Mental Health Support Services,1000,1000,1000,0
92114,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92114,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92114,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1400,1000,1500,500
92114,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1200,1000,1500,500
92114,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,875,500,1000,500
92114,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,875,500,1000,500
92114,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,500,500,500,0
92114,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,500,500,500,0
92114,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,500,500,500,0
92114,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,500,500,500,0
92114,mistralai/Mixtral-8x7B-Instruct-v0.1,Establishment of Quarantine and Isolation Facilities,1500,1500,1500,0
92114,mistralai/Mixtral-8x7B-Instruct-v0.1,Expansion of Healthcare Capacity,2000,2000,2000,0
92114,mistralai/Mixtral-8x7B-Instruct-v0.1,Mental Health Support Services,1000,1000,1000,0
92114,mistralai/Mixtral-8x7B-Instruct-v0.1,Economic Support Programs,1000,1000,1000,0
92115,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2000,1500,3000,1500
92115,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1700,1000,2500,1500
92115,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1120,800,1500,700
92115,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1200,1200,1200,0
92115,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,2100,2000,2500,500
92115,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,1000,1000,1000,0
92115,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,1000,1000,1000,0
92115,meta-llama/Meta-Llama-3.1-70B-Instruct,School Safety and Education Continuity Measures,1000,1000,1000,0
92115,meta-llama/Meta-Llama-3.1-70B-Instruct,Food Security and Nutrition Programs,1000,1000,1000,0
92115,meta-llama/Meta-Llama-3.1-70B-Instruct,Establishment of Quarantine and Isolation Facilities,1000,1000,1000,0
92115,meta-llama/Meta-Llama-3.1-70B-Instruct,Mental Health Support Services,500,500,500,0
92115,meta-llama/Meta-Llama-3.1-70B-Instruct,"Enhanced Border, Airport, and Port-of-Entry Surveillance and Control",500,500,500,0
92115,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,1000,1000,1000,0
92115,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Remote Work and Digital Transformation,1000,1000,1000,0
92115,meta-llama/Meta-Llama-3.1-70B-Instruct,Legal and Regulatory Adjustments for Pandemic Response,500,500,500,0
92115,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92115,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92115,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1200,1000,1500,500
92115,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1100,1000,1500,500
92115,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,1000,1000,1000,0
92115,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,1100,1000,1500,500
92115,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,750,500,1000,500
92115,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,833.3333333,500,1000,500
92115,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,833.3333333,500,1000,500
92115,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,666.6666667,500,1000,500
92115,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,1000,1000,1000,0
92115,mistralai/Mixtral-8x7B-Instruct-v0.1,Legal and Regulatory Adjustments for Pandemic Response,1000,1000,1000,0
92115,mistralai/Mixtral-8x7B-Instruct-v0.1,Mental Health Support Services,500,500,500,0
92115,mistralai/Mixtral-8x7B-Instruct-v0.1,Economic Support Programs,2000,2000,2000,0
92116,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2125,2000,2500,500
92116,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1625,1500,2000,500
92116,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,1150,800,2000,1200
92116,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,1000,500,1500,1000
92116,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,833.3333333,500,1000,500
92116,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,900,800,1000,200
92116,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,575,500,800,300
92116,meta-llama/Meta-Llama-3.1-70B-Instruct,Workplace Safety Regulations,500,500,500,0
92116,meta-llama/Meta-Llama-3.1-70B-Instruct,School Safety and Education Continuity Measures,500,500,500,0
92116,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1400,1000,2000,1000
92116,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1100,1000,1200,200
92116,meta-llama/Meta-Llama-3.1-70B-Instruct,1. Widespread Testing Initiatives,2000,2000,2000,0
92116,meta-llama/Meta-Llama-3.1-70B-Instruct,3. Targeted Public Health Campaigns,1500,1500,1500,0
92116,meta-llama/Meta-Llama-3.1-70B-Instruct,4. Enforced Social Distancing Measures,1000,1000,1000,0
92116,meta-llama/Meta-Llama-3.1-70B-Instruct,5. Comprehensive Contact Tracing Programs,1200,1200,1200,0
92116,meta-llama/Meta-Llama-3.1-70B-Instruct,7. Expansion of Healthcare Capacity,1800,1800,1800,0
92116,meta-llama/Meta-Llama-3.1-70B-Instruct,12. Promotion of Home Isolation and Self-Quarantine Measures,800,800,800,0
92116,meta-llama/Meta-Llama-3.1-70B-Instruct,16. Food Security and Nutrition Programs,1000,1000,1000,0
92116,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Transport Safety Enhancements,500,500,500,0
92116,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92116,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92116,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1000,1000,1000,0
92116,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1250,1000,1500,500
92116,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,1000,1000,1000,0
92116,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,1000,1000,1000,0
92116,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,750,500,1000,500
92116,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,875,500,1000,500
92116,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,700,500,1000,500
92116,mistralai/Mixtral-8x7B-Instruct-v0.1,Telehealth Services Expansion,500,500,500,0
92116,mistralai/Mixtral-8x7B-Instruct-v0.1,Legal and Regulatory Adjustments for Pandemic Response,1250,500,2000,1500
92116,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,833.3333333,500,1000,500
92116,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,750,500,1000,500
92116,mistralai/Mixtral-8x7B-Instruct-v0.1,Workplace Safety Regulations,1500,1500,1500,0
92117,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2000,2000,2000,0
92117,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1600,1500,2000,500
92117,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1300,1000,2500,1500
92117,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1200,1200,1200,0
92117,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,1800,800,3000,2200
92117,meta-llama/Meta-Llama-3.1-70B-Instruct,Mental Health Support Services,1000,500,1500,1000
92117,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,650,500,800,300
92117,meta-llama/Meta-Llama-3.1-70B-Instruct,School Safety and Education Continuity Measures,1000,1000,1000,0
92117,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,1100,1000,1200,200
92117,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,833.3333333,500,1000,500
92117,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,1000,1000,1000,0
92117,meta-llama/Meta-Llama-3.1-70B-Instruct,Establishment of Quarantine and Isolation Facilities,800,800,800,0
92117,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92117,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92117,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1000,1000,1000,0
92117,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1400,1000,1500,500
92117,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,1000,1000,1000,0
92117,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,1000,1000,1000,0
92117,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,900,500,1000,500
92117,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,1000,1000,1000,0
92117,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,1000,1000,1000,0
92117,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,666.6666667,500,1000,500
92117,mistralai/Mixtral-8x7B-Instruct-v0.1,Telehealth Services Expansion,500,500,500,0
92117,mistralai/Mixtral-8x7B-Instruct-v0.1,Workplace Safety Regulations,500,500,500,0
92117,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,1000,1000,1000,0
92118,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2400,2000,3000,1000
92118,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1700,1500,2000,500
92118,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1240,1000,1500,500
92118,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,1660,800,2000,1200
92118,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,833.3333333,500,1000,500
92118,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,833.3333333,500,1000,500
92118,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,500,500,500,0
92118,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,875,500,1000,500
92118,meta-llama/Meta-Llama-3.1-70B-Instruct,Food Security and Nutrition Programs,1000,1000,1000,0
92118,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1000,1000,1000,0
92118,meta-llama/Meta-Llama-3.1-70B-Instruct,Workplace Safety Regulations,500,500,500,0
92118,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92118,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92118,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1000,1000,1000,0
92118,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1250,1000,1500,500
92118,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,1000,1000,1000,0
92118,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,1100,1000,1500,500
92118,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,750,500,1000,500
92118,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,1000,1000,1000,0
92118,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,875,500,1000,500
92118,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,750,500,1000,500
92118,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,1000,1000,1000,0
92118,mistralai/Mixtral-8x7B-Instruct-v0.1,Legal and Regulatory Adjustments for Pandemic Response,1500,1500,1500,0
92119,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,1875,1500,2000,500
92119,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1625,1500,2000,500
92119,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1250,1000,1500,500
92119,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,2000,2000,2000,0
92119,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,2125,1500,3000,1500
92119,meta-llama/Meta-Llama-3.1-70B-Instruct,Mental Health Support Services,1000,1000,1000,0
92119,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,1000,1000,1000,0
92119,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,1000,1000,1000,0
92119,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,1000,1000,1000,0
92119,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,750,500,1000,500
92119,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Remote Work and Digital Transformation,500,500,500,0
92119,meta-llama/Meta-Llama-3.1-70B-Instruct,Establishment of Quarantine and Isolation Facilities,1000,1000,1000,0
92119,meta-llama/Meta-Llama-3.1-70B-Instruct,1. Widespread Testing Initiatives,1500,1500,1500,0
92119,meta-llama/Meta-Llama-3.1-70B-Instruct,3. Targeted Public Health Campaigns,800,800,800,0
92119,meta-llama/Meta-Llama-3.1-70B-Instruct,4. Enforced Social Distancing Measures,1200,1200,1200,0
92119,meta-llama/Meta-Llama-3.1-70B-Instruct,6. Establishment of Quarantine and Isolation Facilities,2000,2000,2000,0
